,id,Name,Year,Rating,Genre,Actors,Director,One-line
4203,4203,A Wedding,1978,7,"Comedy, Drama            ","['Carol Burnett', 'Desi Arnaz Jr.', 'Geraldine Chaplin', 'Howard Duff']",Robert Altman,"The daughter of a Louisville truck driver marries the scion of a very wealthy family, but the reception at the family estate is boycotted by the invited guests."
4204,4204,Despair,1978,6.9,"Drama, History            ","['Dirk Bogarde', 'Andréa Ferréol', 'Klaus Löwitsch', 'Volker Spengler']",Rainer Werner Fassbinder,"In early-1930s Berlin, an elegant Russian émigré and eccentric chocolatier convinces himself that he has seen his doppelgänger, and hatches a murderous plan to trade his existence for an entirely new one. Will he get over the deep despair?"
4205,4205,Skyggen i mit øje,2021,7.3,"Drama, History, War            ","['Bertram Bisgaard Enevoldsen', 'Ester Birch', 'Ella Josephine Lund Nilsson', 'Malena Lucia Lodahl']",Ole Bornedal,The fates of several Copenhagen residents collide when a WWII bombing mission accidentally targets a school full of children.
4206,4206,Galaxy Quest,1999,7.4,"Adventure, Comedy, Sci-Fi            ","['Tim Allen', 'Sigourney Weaver', 'Alan Rickman', 'Tony Shalhoub']",Dean Parisot,"The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord."
4207,4207,Dogtooth,2009,7.2,"Drama, Thriller            ","['Christos Stergioglou', 'Michele Valley', 'Angeliki Papoulia', 'Christos Passalis']",Yorgos Lanthimos,"A controlling, manipulative father locks his three adult offsprings in a state of perpetual childhood by keeping them prisoner within the sprawling family compound."
4208,4208,Daens,1992,7.5,"Biography, Drama, History            ","['Jan Decleir', 'Gérard Desarthe', 'Antje de Boeck', 'Michael Pas']",Stijn Coninx,"In the 1890s, Father Adolf Daens goes to Aalst, a textile town where child labor is rife, pay and working conditions are horrible, the poor have no vote, and the Catholic church backs the ...                <a href=""/title/tt0104046/plotsummary"">See full summary</a> »"
4209,4209,Schtonk,1992,7.2,"Comedy, Crime            ","['Götz George', 'Uwe Ochsenknecht', 'Christiane Hörbiger', 'Dagmar Manzel']",Helmut Dietl,"The slightly fictionalized story of an art forger, a journalist desperate for a big story, and the biggest press scandal in German history: the Hitler Diaries."
4210,4210,Barcelona,1994,7,"Comedy, Drama, Romance            ","['Taylor Nichols', 'Chris Eigeman', 'Tushka Bergen', 'Mira Sorvino']",Whit Stillman,"An American working in Barcelona, having sworn off beautiful women, is forced to be host to his playboy cousin in this witty comedy of good intentions and mixed signals."
4211,4211,Educating Rita,1983,7.2,"Comedy, Drama            ","['Michael Caine', 'Julie Walters', 'Michael Williams', 'Maureen Lipman']",Lewis Gilbert,An alcoholic professor has been hired by a working-class girl for higher education.
4212,4212,Suburbia,1983,6.9,"Drama, Thriller            ","['Chris Pedersen', 'Bill Coyne', 'Jennifer Clay', ""Timothy O'Brien""]",Penelope Spheeris,"When household tensions and a sense of worthlessness overcome Evan, he finds escape when he clings with the orphans of a throw-away society."
4213,4213,A Pigeon Sat on a Branch Reflecting on Existence,2014,6.9,"Comedy, Drama, Fantasy            ","['Holger Andersson', 'Nils Westblom', 'Viktor Gyllenberg', 'Lotti Törnros']",Roy Andersson,"Sam and Jonathan, a pair of hapless novelty salesmen, embark on a tour of the human condition in reality and fantasy that unfold in a series of absurdist episodes."
4214,4214,Romance on the High Seas,1948,7,"Comedy, Musical, Mystery            ","['Busby Berkeley', 'Jack Carson', 'Janis Paige', 'Doris Day', 'Don DeFore']",Michael Curtiz,"Romantic misunderstandings abound when spouses suspect each other of being unfaithful, and a nightclub singer takes a cruise under a false identity."
4215,4215,The King and the Clown,2005,7.3,"Drama, History            ","['Kam Woo-seong', 'Jung Jin-young', 'Kang Seong-yeon', 'Lee Joon-gi']",Joon-ik Lee,Two clowns living in Korea's Chosun Dynasty get arrested for staging a play that satirizes the king. They are dragged to the palace and threatened with execution but are given a chance to save their lives if they can make the king laugh.
4216,4216,Aligarh,2015,7.8,"Biography, Drama            ","['Manoj Bajpayee', 'Rajkummar Rao', 'Ashish Vidyarthi', 'Balaji Gauri']",Hansal Mehta,"A gay, linguistic professor living in a small orthodox city must deal with the aftermath of a sting operation that puts his sexual orientation in front of the entire nation."
4217,4217,Road Games,1981,6.6,"Mystery, Thriller            ","['Stacy Keach', 'Jamie Lee Curtis', 'Marion Edward', 'Grant Page']",Richard Franklin,"A laid-back American truck driver in south Australia suspects that the driver of a green van is killing young women along his route, and plays a game of cat-and-mouse to catch him."
4218,4218,Soylent Green,1973,7,"Crime, Mystery, Sci-Fi            ","['Charlton Heston', 'Edward G. Robinson', 'Leigh Taylor-Young', 'Chuck Connors']",Richard Fleischer,A nightmarish futuristic fantasy about the controlling power of big corporations and an innocent cop who stumbles on the truth.
4219,4219,Tales of Terror,1962,6.8,"Comedy, Horror, Mystery            ","['Vincent Price', 'Maggie Pierce', 'Leona Gage', 'Peter Lorre']",Roger Corman,Three tales of terror involve a grieving widower and the daughter he abandoned; a drunkard and his wife's black cat; and a hypnotist who prolongs the moment of a man's death.
4220,4220,The Batman,2022,7.8,"Action, Crime, Drama            ","['Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright', 'Colin Farrell']",Matt Reeves,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement."
4221,4221,He Walked by Night,1948,7,"Crime, Film-Noir, Thriller            ","['Anthony Mann', 'Richard Basehart', 'Scott Brady', 'Roy Roberts', 'Whit Bissell']",Alfred L. Werker,"This film-noir piece, told in semi-documentary style, follows police on the hunt for a resourceful criminal who shoots and kills a cop."
4222,4222,Zu: Warriors from the Magic Mountain,1983,6.6,"Action, Adventure, Fantasy            ","['Biao Yuen', 'Hoi Mang', 'Adam Cheng', 'Brigitte Lin']",Hark Tsui,A Chinese soldier in an ancient civil war flees the battlefield and gets caught up in a fantastical quest to save the world from evil.
4223,4223,The Adventures of Mark Twain,1985,7.2,"Animation, Adventure, Family            ","['James Whitmore', 'Michele Mariana', 'Gary Krug', 'Chris Ritchie']",Will Vinton,"Tom Sawyer, Becky Thatcher and Huck Finn join Mark Twain on his airship to meet Halley's Comet."
4224,4224,Harry Potter and the Sorcerer's Stone,2001,7.6,"Adventure, Family, Fantasy            ","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris']",Chris Columbus,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
4225,4225,Save the Tiger,1973,6.9,Drama            ,"['Jack Lemmon', 'Jack Gilford', 'Laurie Heineman', 'Norman Burton']",John G. Avildsen,A disillusioned war veteran has two days to let go of his shaken morals if he wants his small fashion company to survive.
4226,4226,Excalibur,1981,7.3,"Adventure, Drama, Fantasy            ","['Nigel Terry', 'Helen Mirren', 'Nicholas Clay', 'Cherie Lunghi']",John Boorman,"Merlin the magician helps Arthur Pendragon unite the Britons around the Round Table of Camelot, even as dark forces conspire to tear it apart."
4227,4227,Flirting,1991,7.1,"Drama, Romance            ","['Noah Taylor', 'Thandiwe Newton', 'Nicole Kidman', 'Bartholomew Rose']",John Duigan,Two freethinking teenagers - a boy and a girl - confront with authoritarian teachers in their boarding schools. The other students treat this differently.
4228,4228,"Oh, Carmela!",1990,7.1,"Comedy, Drama, War            ","['Carmen Maura', 'Andrés Pajares', 'Gabino Diego', 'Armando De Razza']",Carlos Saura,"During the Spanish Civil War, a group of comics lightens the days of the Republican troops. Tired of life in the front lines, they make their way to Valencia, accidentally entering enemy land and falling prisoner."
4229,4229,Dheepan,2015,7.2,"Crime, Drama            ","['Jesuthasan Antonythasan', 'Kalieaswari Srinivasan', 'Claudine Vinasithamby', 'Vincent Rottiers']",Jacques Audiard,Dheepan is a Sri Lankan Tamil warrior who flees to France and ends up working as a caretaker outside Paris.
4230,4230,The Blind Swordsman: Zatoichi,2003,7.5,"Action, Comedy, Crime            ","['Takeshi Kitano', 'Tadanobu Asano', 'Yui Natsukawa', 'Michiyo Yasuda']",Takeshi Kitano,"The blind masseur/swordsman comes to a town in control of warring gangs, and while bunking with a farming family, he meets two women with their own agenda."
4231,4231,In the Heights,2021,7.3,"Drama, Musical, Romance            ","['Anthony Ramos', 'Corey Hawkins', 'Leslie Grace', 'Melissa Barrera']",Jon M. Chu,"In Washington Heights, a sympathetic New York bodega owner saves every penny every day as he imagines and sings about a better life."
4232,4232,Little Children,2006,7.5,"Drama, Romance            ","['Kate Winslet', 'Jennifer Connelly', 'Patrick Wilson', 'Jackie Earle Haley']",Todd Field,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts."
4233,4233,Rangeela,1995,7.4,"Comedy, Drama, Musical            ","['Aamir Khan', 'Urmila Matondkar', 'Jackie Shroff', 'Gulshan Grover']",Ram Gopal Varma,A middle-class young woman who dreams of Bollywood fame is caught in a love triangle between her childhood friend and a famous actor.
4234,4234,The Lego Movie,2014,7.7,"Animation, Action, Adventure            ","['Christopher Miller', 'Chris Pratt', 'Will Ferrell', 'Elizabeth Banks', 'Will Arnett']",Phil Lord,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
4235,4235,Sudani from Nigeria,2018,8.2,"Comedy, Sport            ","['Soubin Shahir', 'Samuel Abiola Robinson', 'Savithri Sreedharan', 'Sarasa Balussery']",Zakariya,"Story of an African football player and a local football club manager from Malappuram, Kerala."
4236,4236,Submarine,2010,7.3,"Comedy, Drama, Romance            ","['Craig Roberts', 'Sally Hawkins', 'Paddy Considine', 'Noah Taylor']",Richard Ayoade,"15-year-old Oliver Tate has two objectives: to lose his virginity before his next birthday, and to extinguish the flame between his mother and an ex-lover who has resurfaced in her life."
4237,4237,Hail the Judge,1994,7.5,Comedy            ,"['Stephen Chow', 'Sharla Cheung', 'Man-Tat Ng', 'Elvis Tsui']",Jing Wong,A judge tries to save a female innocent who's wrongly being accused for murder.
4238,4238,The Hunt for Red October,1990,7.5,"Action, Adventure, Thriller            ","['Sean Connery', 'Alec Baldwin', 'Scott Glenn', 'Sam Neill']",John McTiernan,"In November 1984, the Soviet Union's best submarine captain violates orders and heads for the U.S. in a new undetectable sub. The American CIA and military must quickly determine: Is he trying to defect or to start a war?"
4239,4239,Aprile,1998,6.9,"Biography, Comedy            ","['Nanni Moretti', 'Silvio Orlando', 'Silvia Nono', 'Pietro Moretti']",Nanni Moretti,Nanni Moretti takes a comic look at the ebbs and flows of his life as he becomes a father for the first time. He struggles with distractions while trying to make a documentary of the Italian national elections.
4240,4240,Titanic,1953,7,"Drama, History, Romance            ","['Clifton Webb', 'Barbara Stanwyck', 'Robert Wagner', 'Audrey Dalton']",Jean Negulesco,"An unhappily married couple struggle to deal with their problems while on board the luxurious, ill-fated RMS Titanic."
4241,4241,Goodnight Mr Tom,1998 TV Movie,7.8,"Drama, Family, War            ","['John Thaw', 'Nick Robinson', 'Annabelle Apsion', 'Thomas Orange']",Jack Gold,"A shy and quiet World War II evacuee is housed by a disgruntled old man, and they soon develop a close bond."
4242,4242,Sugar,I 2008,7.2,"Drama, Sport            ","['Ryan Fleck', 'Algenis Perez Soto', 'Jose Rijo', 'Walki Cuevas', 'Santo Silvestre']",Anna Boden,"Dominican baseball star Miguel ""Sugar"" Santos is recruited to play in the U.S. minor-leagues."
4243,4243,The Brother from Another Planet,1984,6.7,"Comedy, Sci-Fi            ","['Joe Morton', 'Daryl Edwards', 'Rosanna Carter', 'Ray Ramirez']",John Sayles,A mute alien with the appearance of a black human is chased by outer-space bounty hunters through the streets of Harlem.
4244,4244,Hidden Figures,2016,7.8,"Biography, Drama, History            ","['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe', 'Kevin Costner']",Theodore Melfi,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.
4245,4245,"The World, the Flesh and the Devil",1959,6.8,"Drama, Romance, Sci-Fi            ","['Harry Belafonte', 'Inger Stevens', 'Mel Ferrer']",Ranald MacDougall,"A miner trapped in a cave-in resurfaces, and upon discovering mankind has been wiped out in a nuclear holocaust, sets out to find other survivors."
4246,4246,The Yacoubian Building,2006,7.5,Drama            ,"['Adel Emam', 'Nour El-Sherif', 'Youssra', 'Essad Youniss']",Marwan Hamed,"Meditations on corruption, fundamentalism, prostitution, homosexuality, and drugs in central Cairo."
4247,4247,Tazza: The High Rollers,2006,7.1,"Comedy, Crime            ","['Cho Seung-woo', 'Baek Yun-shik', 'Kim Hye-su', 'Yoo Hae-jin']",Dong-hoon Choi,"A guy with a talent for cards makes his way into the dangerous world of underground gambling in this crime thriller from South Korea. Go-ni (Jo Seung-woo) is a small-town guy with a big ...                <a href=""/title/tt0875025/plotsummary"">See full summary</a> »"
